Description,total_revenue,revenue_pct,cum_revenue_pct,total_transactions,days_since_last_sale,is_churned,segment,enhanced_segment
sweetheart cream steel table rect,3212.16,0.015687239416383496,83.57990646515546,90,18.0,0.0,Weak,Weak
black diner wall clock,3212.1,0.015686946394129007,83.59559341154959,160,120.0,1.0,Churned,Churned
white sweethearts cabinet 4 drawers,3210.04,0.015676885963391514,83.61127029751297,143,494.0,1.0,Churned,Churned
green cherry lights,3209.36,0.015673565044507294,83.62694386255748,83,597.0,1.0,Churned,Churned
home sweet home cushion cover,3207.91,0.01566648367335711,83.64261034623084,229,0.0,0.0,Weak,At Risk
black wine glass,3196.01,0.015608367592883239,83.65821871382373,91,31.0,0.0,Weak,At Risk
pack of 12 pink spot tissues,3194.19,0.015599479251163706,83.6738181930749,197,0.0,0.0,Weak,At Risk
classic white frame,3192.09,0.015589223472256549,83.68940741654716,222,248.0,1.0,Churned,Churned
"swiss roll towel, chocolate  spots",3187.1600000000003,0.015565146810345945,83.7049725633575,214,0.0,0.0,Weak,At Risk
assorted creepy crawlies,3185.6,0.0155575282317292,83.72053009158923,256,15.0,0.0,Weak,At Risk
triangular pouffe vintage,3185.2799999999997,0.015555965446371918,83.73608605703559,87,1.0,0.0,Weak,Weak
retro spot small tube matches,3183.45,0.01554702826760997,83.7516330853032,131,2.0,0.0,Weak,Weak
cabin bag vintage paisley,3178.02,0.015520509753578614,83.76715359505678,54,12.0,0.0,Weak,Weak
s/16 vintage pistachio cutlery,3177.2999999999997,0.015516993486524732,83.78267058854331,58,16.0,0.0,Weak,Weak
set of 6 funky beakers,3169.3900000000003,0.015478363385974452,83.79814895192929,302,0.0,0.0,Weak,At Risk
soap dish brocante,3166.61,0.015464786688183074,83.81361373861748,169,3.0,0.0,Weak,Weak
red/white spot picnic bag,3164.59,0.01545492160561524,83.82906866022309,111,0.0,0.0,Weak,Weak
set of 6 strawberry chopsticks,3164.18,0.015452919286876223,83.84452157950996,269,0.0,0.0,Weak,At Risk
3 traditional biscuit cutters  set,3162.6400000000003,0.015445398382344313,83.8599669778923,250,0.0,0.0,Weak,At Risk
mint diner wall clock,3159.41,0.015429624017644259,83.87539660190994,162,2.0,0.0,Weak,Weak
black and white cat bowl,3156.3199999999997,0.015414533371538018,83.89081113528148,94,6.0,0.0,Weak,Weak
black and white dog bowl,3155.4,0.015410040363635837,83.90622117564511,98,62.0,1.0,Churned,Churned
set of 6 kashmir folkart baubles,3153.88,0.015402617133188754,83.9216237927783,194,34.0,0.0,Weak,At Risk
gin & tonic diet greeting card,3149.93,0.01538332650143482,83.93700711927974,553,0.0,0.0,Weak,At Risk
drawer knob ceramic ivory,3147.79,0.015372875374358006,83.9523799946541,190,0.0,0.0,Weak,At Risk
white wicker star,3146.78,0.01536794283307409,83.96774793748718,294,0.0,0.0,Weak,At Risk
office mug warmer pink,3146.07,0.015364475403062622,83.98311241289024,137,0.0,0.0,Weak,Weak
bag 500g swirly marbles,3145.71,0.01536271726953568,83.99847513015978,225,0.0,0.0,Weak,At Risk
pink  spotty cup,3145.4900000000002,0.015361642854602552,84.01383677301438,369,0.0,0.0,Weak,At Risk
pink spots  wrap,3144.5,0.015356807987403463,84.02919358100178,232,4.0,0.0,Weak,At Risk
green drawer knob acrylic edwardian,3141.11,0.015340252230024772,84.0445338332318,226,2.0,0.0,Weak,At Risk
mobile vintage hearts,3139.99,0.015334782481274286,84.05986861571307,224,9.0,0.0,Weak,At Risk
glitter heart garland with bells,3132.39,0.01529766632903887,84.0751662820421,180,3.0,0.0,Weak,Weak
kitchen metal sign,3129.2400000000002,0.015282282660678142,84.09044856470278,704,1.0,0.0,Weak,At Risk
lads only tissue box,3123.0299999999997,0.015251954857338412,84.10570051956012,284,0.0,0.0,Weak,At Risk
spaceboy beaker,3112.34,0.015199748058996754,84.1209002676191,184,0.0,0.0,Weak,Weak
eucalyptus & pinecone  wreath,3110.28,0.015189687628259261,84.13608995524737,158,23.0,0.0,Weak,Weak
salle de bain hook,3109.83,0.015187489961350584,84.15127744520872,339,120.0,1.0,Churned,Churned
money box kings choice design,3104.35,0.015160727262107153,84.16643817247083,214,0.0,0.0,Weak,At Risk
tea for one polkadot,3103.7,0.015157552854350175,84.18159572532518,230,0.0,0.0,Weak,At Risk
5 hook blackboard organiser,3101.46,0.015146613356849213,84.19674233868203,125,471.0,1.0,Churned,Churned
children's spaceboy mug,3100.94,0.015144073830643631,84.21188641251267,238,0.0,0.0,Weak,At Risk
english rose garden secateurs,3096.08,0.015120339028029929,84.2270067515407,312,29.0,0.0,Weak,At Risk
rocking horse green christmas,3087.18,0.01507687406028056,84.24208362560098,362,9.0,0.0,Weak,At Risk
porcelain t-light holders assorted,3083.82,0.015060464814029114,84.25714409041501,236,2.0,0.0,Weak,At Risk
teatime cake tin with handle,3083.2,0.01505743691739938,84.27220152733241,107,619.0,1.0,Churned,Churned
"folding umbrella , black/blue  spot",3077.01,0.015027206788144487,84.28722873412056,69,3.0,0.0,Weak,Weak
cherry blossom decorative flask,3076.92,0.015026767254762749,84.30225550137533,215,175.0,1.0,Churned,Churned
hanging metal bird bath,3076.39,0.015024178891514752,84.31727968026684,143,388.0,1.0,Churned,Churned
pizza slice dish,3074.18,0.015013385905141032,84.33229306617197,113,475.0,1.0,Churned,Churned
vintage  2 meter folding ruler,3073.7200000000003,0.015011139401189944,84.34730420557317,181,0.0,0.0,Weak,Weak
airline bag vintage world champion,3073.43,0.015009723126959907,84.36231392870013,287,0.0,0.0,Weak,At Risk
angel decoration 3 buttons,3073.32,0.015009185919493342,84.37732311461963,317,0.0,0.0,Weak,At Risk
green rose washbag,3072.64,0.015005865000609119,84.39232897962023,259,3.0,0.0,Weak,At Risk
tv dinner tray vintage paisley,3070.92,0.014997465029313735,84.40732644464954,209,0.0,0.0,Weak,At Risk
large red babushka notebook,3070.18,0.014993851088175025,84.42232029573772,308,0.0,0.0,Weak,At Risk
strawberry honeycomb  garland,3067.9,0.0149827162425044,84.43730301198022,238,15.0,0.0,Weak,At Risk
red retrospot pudding bowl,3065.45,0.014970751167112719,84.45227376314733,182,,,Weak,Weak
jam jar with green lid,3060.43,0.014946234971820377,84.46721999811915,317,,,Weak,At Risk
heart calculator,3047.99,0.014885481691056092,84.4821054798102,291,0.0,0.0,Weak,At Risk
box of 6 assorted colour teaspoons,3047.91,0.014885090994716771,84.49699057080491,255,,,Weak,At Risk
spotty pink duck doorstop,3045.31,0.014872393363688867,84.5118629641686,240,0.0,0.0,Weak,At Risk
small red babushka notebook,3044.8599999999997,0.01487019569678019,84.52673315986539,492,0.0,0.0,Weak,At Risk
sweetheart bird house,3041.21,0.014852370176298708,84.54158553004169,94,1.0,0.0,Weak,Weak
decorative wicker heart large,3038.19,0.014837621389489372,84.55642315143118,233,0.0,0.0,Weak,At Risk
wood stamp set thank you,3036.9500000000003,0.014831565596229909,84.5712547170274,433,0.0,0.0,Weak,At Risk
robot birthday card,3035.7,0.014825460965928029,84.58608017799332,634,0.0,0.0,Weak,At Risk
retro spot giant  tube matches,3034.9500000000003,0.014821798187746905,84.60090197618108,102,1.0,0.0,Weak,Weak
purple paper parasol,3027.26,0.014784242502129754,84.61568621868321,231,2.0,0.0,Weak,At Risk
treasure tin buffalo bill,3024.63,0.014771398359974604,84.63045761704318,214,1.0,0.0,Weak,At Risk
set of 4 knick knack tins leaf,3020.61,0.014751765868923765,84.6452093829121,123,,,Weak,Weak
choc truffle gold trinket pot,3019.32,0.014745465890452227,84.65995484880256,252,0.0,0.0,Weak,At Risk
vintage union jack pennant,3017.0699999999997,0.014734477555908846,84.67468932635846,204,17.0,0.0,Weak,At Risk
"dog bowl , chasing ball design",3014.3,0.014720949695159885,84.68941027605362,136,3.0,0.0,Weak,Weak
magnets pack of 4 vintage collage,3012.78,0.014713526464712802,84.70412380251834,250,0.0,0.0,Weak,At Risk
pink rose washbag,3012.0,0.014709717175404431,84.71883351969375,232,78.0,1.0,Churned,Churned
pink rose washbag,3012.0,0.014709717175404431,84.71883351969375,232,716.0,1.0,Churned,Churned
milk pan pink retrospot,3011.2400000000002,0.01470600556018089,84.73353952525393,184,217.0,1.0,Churned,Churned
blue drawer knob acrylic edwardian,3008.82,0.014694186995916453,84.74823371224984,231,0.0,0.0,Weak,At Risk
doiley storage tin,3004.46,0.014672894045423504,84.76290660629526,122,0.0,0.0,Weak,Weak
card dolly girl,3002.42,0.01466293128877084,84.77756953758403,508,0.0,0.0,Weak,At Risk
small purple babushka notebook,2997.63,0.014639538345454046,84.79220907592948,499,0.0,0.0,Weak,At Risk
dolly girl mini backpack,2992.3900000000003,0.014613947735228576,84.8068230236647,161,0.0,0.0,Weak,Weak
red love heart shape cup,2989.81,0.0146013477782855,84.82142437144299,388,0.0,0.0,Weak,At Risk
blue giant garden thermometer,2989.52,0.014599931504055464,84.83602430294704,191,42.0,0.0,Weak,At Risk
"elephant, birthday card,",2980.63,0.014556515373348509,84.85058081832038,489,0.0,0.0,Weak,At Risk
toast its - best mum,2979.46,0.01455080143938595,84.86513161975977,217,8.0,0.0,Weak,At Risk
airline bag vintage jet set brown,2969.29,0.014501134167249874,84.87963275392701,284,0.0,0.0,Weak,At Risk
childs garden brush pink,2968.77,0.014498594641044294,84.89413134856805,258,185.0,1.0,Churned,Churned
"folding umbrella , red/white spot",2962.82,0.014469536600807357,84.90860088516887,104,2.0,0.0,Weak,Weak
calendar in season design,2957.17,0.014441943671842868,84.9230428288407,194,0.0,0.0,Weak,At Risk
french toilet sign blue metal,2956.33,0.014437841360280005,84.93748067020098,297,0.0,0.0,Weak,At Risk
toy tidy dolly girl design,2954.19,0.014427390233203193,84.95190806043419,266,0.0,0.0,Weak,At Risk
card motorbike santa,2950.93,0.014411469357375896,84.96631952979156,436,0.0,0.0,Weak,At Risk
green giant garden thermometer,2948.57,0.01439994381536595,84.98071947360692,162,4.0,0.0,Weak,Weak
red rocking horse hand painted,2930.57,0.014312037139018914,84.99503151074595,160,0.0,0.0,Weak,Weak
small white retrospot mug in box,2929.75,0.014308032501540878,85.00933954324749,175,,,Weak,Weak
bright blues ribbons,2927.88,0.014298899974609272,85.0236384432221,402,71.0,1.0,Churned,Churned
bright blues ribbons,2927.88,0.014298899974609272,85.0236384432221,402,212.0,1.0,Churned,Churned
cosmetic bag vintage rose paisley,2927.4900000000002,0.014296995329955086,85.03793543855205,250,0.0,0.0,Weak,At Risk
set of 6 cake chopsticks,2921.36,0.014267058222954676,85.05220249677501,267,2.0,0.0,Weak,At Risk
set of 72 ivory paper doilies,2920.8199999999997,0.014264421022664264,85.06646691779767,199,426.0,1.0,Churned,Churned
cotton apron pantry design,2917.43,0.014247865265285573,85.08071478306296,164,0.0,0.0,Weak,Weak
retrospot cigar box matches,2900.46,0.014164988804307282,85.09487977186727,286,,,Weak,At Risk
childs garden brush blue,2899.8,0.014161765559507893,85.10904153742678,266,206.0,1.0,Churned,Churned
spaceboy childrens bowl,2890.3500000000004,0.014115614554425698,85.1231571519812,214,0.0,0.0,Weak,At Risk
cake stand victorian filigree large,2887.07,0.014099596004513569,85.13725674798572,146,316.0,1.0,Churned,Churned
retrospot small tube matches,2886.6,0.014097300663520064,85.15135404864924,221,,,Weak,At Risk
dolly girl beaker,2886.25,0.014095591367035537,85.16544964001628,174,0.0,0.0,Weak,Weak
36 foil star cake cases,2885.26,0.014090756499836451,85.17954039651612,185,0.0,0.0,Weak,Weak
set of 6 t-lights cacti,2884.13,0.014085237914043553,85.19362563443016,140,0.0,0.0,Weak,Weak
pink fairy cake cushion cover,2883.31,0.01408123327656552,85.20770686770673,168,7.0,0.0,Weak,Weak
pink fairy cake cushion cover,2883.31,0.01408123327656552,85.20770686770673,168,16.0,0.0,Weak,Weak
doormat vintage leaves design,2881.18,0.01407083098653112,85.22177769869326,91,0.0,0.0,Weak,Weak
flowers chandelier t-light holder,2879.37,0.014061991481854002,85.23583969017511,38,15.0,0.0,Weak,Weak
blue  spotty cup,2877.47,0.014052712443795147,85.24989240261891,370,1.0,0.0,Weak,At Risk
red enchanted forest placemat,2875.7,0.014044068287287687,85.2639364709062,203,0.0,0.0,Weak,At Risk
red enchanted forest placemat,2875.7,0.014044068287287687,85.2639364709062,203,4.0,0.0,Weak,At Risk
pink flower crochet food cover,2875.6400000000003,0.014043775265033202,85.27798024617124,187,7.0,0.0,Weak,Weak
glitter star garland with bells,2866.6,0.01399962657869002,85.29197987274993,153,4.0,0.0,Weak,Weak
tea cup and saucer retro spot,2866.34,0.01399835681558723,85.30597822956553,137,0.0,0.0,Weak,Weak
charlie and lola table tins,2863.37,0.01398385221398997,85.31996208177952,133,172.0,1.0,Churned,Churned
charlie and lola table tins,2863.37,0.01398385221398997,85.31996208177952,133,170.0,1.0,Churned,Churned
red tea towel classic design,2863.06,0.013982338265675104,85.3339444200452,263,102.0,1.0,Churned,Churned
woodland storage box large,2861.6400000000003,0.01397540340565217,85.34791982345085,142,44.0,0.0,Weak,At Risk
stool home sweet home,2860.58,0.013970226679156176,85.36189005013001,114,1.0,0.0,Weak,Weak
retro spot storage jar,2853.29,0.013934624475235627,85.37582467460525,155,218.0,1.0,Churned,Churned
wood stocking christmas scandispot,2852.6299999999997,0.013931401230436234,85.38975607583569,380,0.0,0.0,Weak,At Risk
playing cards jubilee union jack,2848.8900000000003,0.013913136176573018,85.40366921201226,208,0.0,0.0,Weak,At Risk
baking mould heart milk chocolate,2846.8,0.013902929234708278,85.41757214124696,189,0.0,0.0,Weak,Weak
heart wreath decoration with bell,2845.89,0.013898485063848508,85.43147062631081,185,0.0,0.0,Weak,Weak
hanging medina lantern small,2845.71,0.01389760599708504,85.4453682323079,175,213.0,1.0,Churned,Churned
silver plate candle bowl small,2845.6500000000005,0.013897312974830552,85.45926554528273,142,9.0,0.0,Weak,Weak
ribbon reel polkadots,2843.86,0.013888571144238263,85.47315411642697,242,,,Weak,At Risk
silk purse babushka pink,2843.8300000000004,0.01388842463311102,85.48704254106008,218,,,Weak,At Risk
basket of toadstools,2837.54,0.013857706133431968,85.50090024719351,240,0.0,0.0,Weak,At Risk
swallow wooden christmas decoration,2835.08,0.013845692220997873,85.51474593941451,330,0.0,0.0,Weak,At Risk
"decoration hen on nest, hanging",2829.19,0.013816927203015425,85.52856286661752,147,3.0,0.0,Weak,Weak
3d christmas stamps stickers,2828.62,0.013814143491597769,85.54237701010912,232,2.0,0.0,Weak,At Risk
wrap i love london,2821.28,0.013778297102465146,85.55615530721158,173,3.0,0.0,Weak,Weak
t-light holder hanging lace,2814.81,0.013746699536022625,85.56990200674761,214,0.0,0.0,Weak,At Risk
french laundry sign blue metal,2811.34,0.013729753082304612,85.58363175982991,246,0.0,0.0,Weak,At Risk
vintage kid dolly card,2808.62,0.013716469406767726,85.59734822923669,541,0.0,0.0,Weak,At Risk
hand open shape deco.white,2806.69,0.013707043857581628,85.61105527309427,190,358.0,1.0,Churned,Churned
measuring tape babushka pink,2806.4,0.013705627583351592,85.62476090067761,207,,,Weak,At Risk
pink paisley quilt,2797.55,0.013662406800814299,85.63842330747843,30,625.0,1.0,Churned,Churned
childrens dolly girl mug,2795.81,0.013653909155434083,85.65207721663387,211,1.0,0.0,Weak,At Risk
wicker wreath large,2790.83,0.013629588308311402,85.66570680494218,288,2.0,0.0,Weak,At Risk
joy large wood letters,2790.41,0.013627537152529972,85.6793343420947,100,185.0,1.0,Churned,Churned
mirror mosaic votive holder,2790.27,0.013626853433936163,85.69296119552864,116,0.0,0.0,Weak,Weak
small hanging ivory/red wood bird,2789.2799999999997,0.013622018566737074,85.70658321409537,486,0.0,0.0,Weak,At Risk
36 doilies dolly girl,2788.5299999999997,0.013618355788555948,85.72020156988393,162,2.0,0.0,Weak,Weak
tomato charlie+lola coaster set,2788.4500000000003,0.01361796509221663,85.73381953497615,203,0.0,0.0,Weak,At Risk
set of 3 red stripe baskets,2782.19,0.013587393103664825,85.74740692807981,67,485.0,1.0,Churned,Churned
metal medina lantern,2773.11,0.013543049069151986,85.76094997714897,40,504.0,1.0,Churned,Churned
3d hearts  honeycomb paper garland,2771.34,0.01353440491264453,85.77448438206162,128,128.0,1.0,Churned,Churned
large medina stamped metal bowl,2767.59,0.013516091021738896,85.78800047308336,152,4.0,0.0,Weak,Weak
door mat respectable house,2765.69,0.01350681198368004,85.80150728506703,123,,,Weak,Weak
5 hook hanger magic toadstool,2763.96,0.013498363175342242,85.81500564824238,110,,,Weak,Weak
bundle of 3 school exercise books,2761.9,0.013488302744604747,85.82849395098698,202,0.0,0.0,Weak,At Risk
ribbon reel flora + fauna,2761.04,0.013484102758957055,85.84197805374593,302,0.0,0.0,Weak,At Risk
medium medina stamped metal bowl,2757.4700000000003,0.013466667934814894,85.85544472168075,152,3.0,0.0,Weak,Weak
wall art 70's alphabet,2757.06,0.013464665616075877,85.86890938729682,74,,,Weak,Weak
french kitchen sign blue metal,2754.95,0.013454361000126307,85.88236374829695,270,0.0,0.0,Weak,At Risk
ice cream design garden parasol,2753.72,0.013448354043909259,85.89581210234087,122,0.0,0.0,Weak,Weak
christmas craft heart stocking,2752.66,0.013443177317413266,85.90925527965828,197,365.0,1.0,Churned,Churned
ocean stripe hammock,2752.59,0.013442835458116363,85.9226981151164,131,311.0,1.0,Churned,Churned
"feather pen,coal black",2752.33,0.01344156569501357,85.93613968081142,266,0.0,0.0,Weak,At Risk
"feather pen,coal black",2752.33,0.01344156569501357,85.93613968081142,266,38.0,0.0,Weak,At Risk
single antique rose hook ivory,2752.2,0.013440930813462176,85.94958061162488,261,0.0,0.0,Weak,At Risk
set of 12  vintage postcard set,2750.0,0.013430186664130872,85.96301079828902,254,0.0,0.0,Weak,At Risk
200 red + white bendy straws,2749.51,0.013427793649052534,85.97643859193808,387,1.0,0.0,Weak,At Risk
childrens garden gloves pink,2748.79,0.013424277381998655,85.98986286932008,328,234.0,1.0,Churned,Churned
set of 3 wooden stocking decoration,2743.82,0.01340000537191839,86.003262874692,319,0.0,0.0,Weak,At Risk
pink diner wall clock,2741.35,0.013387942622441876,86.01665081731444,121,0.0,0.0,Weak,Weak
blue tea towel classic design,2739.43,0.013378565910298191,86.03002938322474,214,156.0,1.0,Churned,Churned
silver bells table decoration,2739.38,0.013378321725086118,86.04340770494983,257,0.0,0.0,Weak,At Risk
heart decoration rustic hanging,2738.28,0.013372949650420466,86.05678065460025,489,0.0,0.0,Weak,At Risk
charlie & lola wastepaper bin flora,2731.7599999999998,0.01334110789876587,86.07012176249901,171,4.0,0.0,Weak,Weak
love heart trinket pot,2729.16,0.013328410267737966,86.08345017276675,273,2.0,0.0,Weak,At Risk
kids rain mac blue,2725.0899999999997,0.013308533591475052,86.09675870635822,206,3.0,0.0,Weak,At Risk
oval wall mirror diamante,2724.42,0.013305261509633248,86.11006396786784,174,,,Weak,Weak
wrap suki and friends,2721.92,0.013293052249029491,86.12335702011687,208,,,Weak,At Risk
gentleman shirt repair kit,2720.86,0.0132878755225335,86.1366448956394,270,0.0,0.0,Weak,At Risk
card christmas village,2720.86,0.0132878755225335,86.14993277116194,404,0.0,0.0,Weak,At Risk
blue coat rack paris fashion,2720.66,0.0132868987816852,86.16321966994363,170,0.0,0.0,Weak,Weak
set/3 floral garden tools in bag,2719.38,0.013280647640256075,86.17650031758389,75,366.0,1.0,Churned,Churned
regency cake slice,2718.65,0.013277082536159779,86.18977740012005,92,1.0,0.0,Weak,Weak
ceramic pirate chest money bank,2717.8799999999997,0.013273322083893821,86.20305072220394,282,0.0,0.0,Weak,At Risk
"christmas garland stars,trees",2715.53,0.013261845378926293,86.21631256758286,144,0.0,0.0,Weak,Weak
hanging photo clip rope ladder,2713.98,0.013254275637351966,86.22956684322021,150,0.0,0.0,Weak,Weak
childrens garden gloves blue,2713.23,0.013250612859170839,86.24281745607938,293,199.0,1.0,Churned,Churned
jigsaw tree with birdhouse,2712.48,0.01324695008098971,86.25606440616036,297,0.0,0.0,Weak,At Risk
set/6 fruit salad  paper plates,2711.7099999999996,0.01324318962872375,86.26930759578909,143,1.0,0.0,Weak,Weak
rose 3 wick morris box candle,2710.79,0.013238696620821572,86.2825462924099,199,11.0,0.0,Weak,At Risk
rose 3 wick morris box candle,2710.79,0.013238696620821572,86.2825462924099,199,366.0,1.0,Churned,Churned
set of 2 trays home sweet home,2709.43,0.01323205478305313,86.29577834719296,133,0.0,0.0,Weak,Weak
snowflake portable table light,2697.1600000000003,0.013172131732009899,86.30895047892497,217,14.0,0.0,Weak,At Risk
sunset check hammock,2696.81,0.013170422435525374,86.32212090136049,113,31.0,0.0,Weak,At Risk
sunset check hammock,2696.81,0.013170422435525374,86.32212090136049,113,8.0,0.0,Weak,Weak
ivory wicker heart medium,2695.45,0.013163780597756929,86.33528468195824,233,1.0,0.0,Weak,At Risk
recipe box retro spot design,2694.65,0.013159873634363729,86.34844455559261,178,0.0,0.0,Weak,Weak
set/4 skull badges,2691.91,0.013146492284742012,86.36159104787735,312,0.0,0.0,Weak,At Risk
daisy garden marker,2691.19,0.013142976017688131,86.37473402389504,214,0.0,0.0,Weak,At Risk
set of 3 wooden sleigh decorations,2690.81,0.01314112021007636,86.38787514410512,299,0.0,0.0,Weak,At Risk
s/16 vintage black cutlery,2687.41,0.013124515615655252,86.40099965972078,44,1.0,0.0,Weak,Weak
s/16 vintage black cutlery,2687.41,0.013124515615655252,86.40099965972078,44,0.0,0.0,Weak,Weak
12 coloured party balloons,2687.05,0.013122757482128313,86.4141224172029,289,2.0,0.0,Weak,At Risk
daisies  honeycomb garland,2682.99,0.013102929642907813,86.42722534684582,205,2.0,0.0,Weak,At Risk
set of 2 round tins camembert,2682.32,0.013099657561066009,86.44032500440689,237,0.0,0.0,Weak,At Risk
diamante ring assorted in box.,2675.88,0.013068206505750734,86.45339321091264,37,0.0,0.0,Weak,Weak
star decoration rustic,2671.81,0.01304832982948782,86.46644154074212,340,0.0,0.0,Weak,At Risk
pack of 12 red retrospot tissues,2668.33,0.013031334538727391,86.47947287528085,405,,,Weak,At Risk
penny farthing birthday card,2665.13,0.013015706685154586,86.492488581966,507,0.0,0.0,Weak,At Risk
lush greens ribbons,2663.24,0.013006476484138144,86.50549505845014,341,316.0,1.0,Churned,Churned
lush greens ribbons,2663.24,0.013006476484138144,86.50549505845014,341,79.0,1.0,Churned,Churned
red/cream stripe fringe hammock,2662.64,0.013003546261593243,86.51849860471172,119,493.0,1.0,Churned,Churned
large cake towel chocolate spots,2661.67,0.012998809068478988,86.5314974137802,104,,,Weak,Weak
small hammered silver candlepot,2648.6200000000003,0.012935076728127387,86.54443249050833,120,3.0,0.0,Weak,Weak
set of 2 tins jardin de provence,2647.31,0.012928679075571017,86.5573611695839,198,0.0,0.0,Weak,At Risk
large round wicker platter,2647.28,0.012928532564443772,86.57028970214834,193,0.0,0.0,Weak,At Risk
triple hook antique ivory rose,2645.2599999999998,0.012918667481875935,86.58320836963021,227,3.0,0.0,Weak,At Risk
place setting white star,2642.2799999999997,0.012904114043236261,86.59611248367345,241,4.0,0.0,Weak,At Risk
potting shed candle citronella,2641.36,0.01289962103533408,86.60901210470878,106,226.0,1.0,Churned,Churned
n0 singing metal sign,2639.42,0.012890146649105564,86.62190225135788,49,,,Weak,Weak
happy easter hanging decoration,2638.67,0.012886483870924437,86.63478873522881,153,16.0,0.0,Weak,Weak
s/15 silver glass baubles in bag,2634.59,0.012866558357619112,86.64765529358642,218,76.0,1.0,Churned,Churned
baby boom ribbons,2634.0,0.012863676972116623,86.66051897055854,314,74.0,1.0,Churned,Churned
easter craft ivy wreath with chick,2633.13,0.012859428149426517,86.67337839870797,107,317.0,1.0,Churned,Churned
airline bag vintage jet set white,2632.18,0.012854788630397088,86.68623318733836,246,1.0,0.0,Weak,At Risk
magic sheep wool growing from paper,2628.47,0.012836670087661116,86.69906985742603,179,0.0,0.0,Weak,Weak
teatime funky flower backpack for 2,2620.0099999999998,0.012795353949778007,86.71186521137581,147,135.0,1.0,Churned,Churned
teatime funky flower backpack for 2,2620.0099999999998,0.012795353949778007,86.71186521137581,147,227.0,1.0,Churned,Churned
porcelain rose small,2619.17,0.012791251638215147,86.72465646301403,147,10.0,0.0,Weak,Weak
large purple babushka notebook,2618.35,0.012787247000737113,86.73744371001476,314,0.0,0.0,Weak,At Risk
hot baths soap holder,2618.27,0.012786856304397796,86.75023056631916,260,7.0,0.0,Weak,At Risk
card i love london,2616.12,0.012776356340278563,86.76300692265944,368,0.0,0.0,Weak,At Risk
3 white choc morris boxed candles,2614.93,0.012770544732231177,86.77577746739168,153,1.0,0.0,Weak,Weak
3 white choc morris boxed candles,2614.93,0.012770544732231177,86.77577746739168,153,13.0,0.0,Weak,Weak
4 ivory dinner candles silver flock,2613.82,0.012765123820523113,86.7885425912122,286,0.0,0.0,Weak,At Risk
tea party  wrapping paper,2613.5,0.012763561035165828,86.80130615224738,208,1.0,0.0,Weak,At Risk
set of 6 3d kit cards for kids,2605.75,0.012725712327294188,86.81403186457467,392,,,Weak,At Risk
recycled acapulco mat lavender,2604.93,0.012721707689816156,86.8267535722645,130,0.0,0.0,Weak,Weak
3 rose morris boxed candles,2604.15,0.012717898400507783,86.839471470665,197,2.0,0.0,Weak,At Risk
vintage leaf magnetic notepad,2601.15,0.012703247287783279,86.85217471795279,274,,,Weak,At Risk
ivory pillar candle silver flock,2600.6400000000003,0.012700756598620112,86.86487547455141,178,0.0,0.0,Weak,Weak
tea time mug in gift box,2599.7900000000004,0.012696605450014838,86.87757208000143,171,496.0,1.0,Churned,Churned
6 rocket balloons,2599.01,0.012692796160706466,86.89026487616214,363,0.0,0.0,Weak,At Risk
local cafe mug,2591.67,0.012656949771573837,86.9029218259337,242,0.0,0.0,Weak,At Risk
carnival bracelet,2591.42,0.012655728845513463,86.91557755477922,109,224.0,1.0,Churned,Churned
frying pan red retrospot,2590.21,0.012649819563381246,86.9282273743426,217,,,Weak,At Risk
chocolate 3 wick morris box candle,2590.11,0.012649331192957095,86.94087670553556,137,42.0,0.0,Weak,At Risk
chocolate 3 wick morris box candle,2590.11,0.012649331192957095,86.94087670553556,137,352.0,1.0,Churned,Churned
baking mould easter egg milk choc,2585.92,0.0126288684721852,86.95350557400775,122,3.0,0.0,Weak,Weak
swallow giant tube matches,2583.4500000000003,0.012616805722708692,86.96612237973046,88,540.0,1.0,Churned,Churned
sweetheart wire wall tidy,2581.22,0.01260591506225014,86.97872829479272,120,9.0,0.0,Weak,Weak
assorted tutti frutti pen,2575.18,0.012576417488631468,86.99130471228135,251,0.0,0.0,Weak,At Risk
stop for tea wall art,2572.7,0.01256430590211254,87.00386901818347,41,0.0,0.0,Weak,Weak
bombs away metal sign,2569.6600000000003,0.012549459441218378,87.01641847762468,215,403.0,1.0,Churned,Churned
tv dinner tray air hostess,2568.76,0.012545064107401024,87.02896354173208,176,0.0,0.0,Weak,Weak
glass etched t-light holder large,2565.67,0.012529973461294783,87.04149351519338,111,382.0,1.0,Churned,Churned
regency mirror with shutters,2565.0,0.012526701379452975,87.05402021657284,11,23.0,0.0,Weak,Weak
spaceboy childrens cup,2557.57,0.012490415456938617,87.06651063202978,216,,,Weak,At Risk
stripey chocolate nesting boxes,2557.4700000000003,0.012489927086514467,87.0790005591163,224,1.0,0.0,Weak,At Risk
apron apple delight,2556.66,0.012485971286078847,87.09148653040238,136,3.0,0.0,Weak,Weak
blue spots  wrap,2555.0,0.012477864337037955,87.10396439473942,196,1.0,0.0,Weak,At Risk
watermelon bath sponge,2550.84,0.012457548127393307,87.11642194286681,215,277.0,1.0,Churned,Churned
"metal sign,cupcake single hook",2548.05,0.012443922592559517,87.12886586545936,341,147.0,1.0,Churned,Churned
"metal sign,cupcake single hook",2548.05,0.012443922592559517,87.12886586545936,341,2.0,0.0,Weak,At Risk
